Station,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
31688,2010-11-19,2010,11,19,,7.5,,0.1,,3.8,,14.2,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2010-11-20,2010,11,20,,7.4,,1.2,,4.3,,13.7,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2010-11-21,2010,11,21,,9.2,,-0.5,,4.4,,13.6,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2010-11-22,2010,11,22,,14.0,,9.2,,11.6,,6.4,,0.0,,,M,,M,2.3,,,,,M,,M
31688,2010-11-23,2010,11,23,,14.5,,1.9,,8.2,,9.8,,0.0,,,M,,M,5.3,,,,,M,,M
31688,2010-11-24,2010,11,24,,4.3,,0.0,,2.2,,15.8,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2010-11-25,2010,11,25,,6.5,,2.9,,4.7,,13.3,,0.0,,,M,,M,6.3,,,,,M,,M
31688,2010-11-26,2010,11,26,,7.8,,-1.2,,3.3,,14.7,,0.0,,,M,,M,2.3,,,,,M,,M
31688,2010-11-27,2010,11,27,,4.4,,-0.9,,1.8,,16.2,,0.0,,,M,,M,1.6,,,,,M,,M
31688,2010-11-28,2010,11,28,,3.8,,1.2,,2.5,,15.5,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2010-11-29,2010,11,29,,6.5,,1.4,,4.0,,14.0,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2010-11-30,2010,11,30,,12.0,,5.2,,8.6,,9.4,,0.0,,,M,,M,17.6,,,,,M,,M
31688,2010-12-01,2010,12,1,,11.3,,0.3,,5.8,,12.2,,0.0,,,M,,M,12.8,,,,,M,,M
31688,2010-12-02,2010,12,2,,2.1,,-0.3,,0.9,,17.1,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2010-12-03,2010,12,3,,3.3,,-1.2,,1.1,,16.9,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2010-12-04,2010,12,4,,-0.5,,-5.4,,-3.0,,21.0,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2010-12-05,2010,12,5,,0.7,,-5.9,,-2.6,,20.6,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2010-12-06,2010,12,6,,-3.2,,-4.7,,-4.0,,22.0,,0.0,,,M,,M,1.3,,,,,M,,M
31688,2010-12-07,2010,12,7,,-0.9,,-5.9,,-3.4,,21.4,,0.0,,,M,,M,0.6,,,,,M,,M
31688,2010-12-08,2010,12,8,,-2.7,,-9.9,,-6.3,,24.3,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2010-12-09,2010,12,9,,-1.9,,-11.6,,-6.8,,24.8,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2010-12-10,2010,12,10,,3.6,,-1.9,,0.9,,17.1,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2010-12-11,2010,12,11,,4.4,,2.2,,3.3,,14.7,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2010-12-12,2010,12,12,,4.5,,-6.5,,-1.0,,19.0,,0.0,,,M,,M,12.5,,,,,M,,M
31688,2010-12-13,2010,12,13,,-6.3,,-12.6,,-9.5,,27.5,,0.0,,,M,,M,0.6,,,,,M,,M
31688,2010-12-14,2010,12,14,,-7.2,,-11.5,,-9.4,,27.4,,0.0,,,M,,M,2.1,,,,,M,,M
31688,2010-12-15,2010,12,15,,-3.7,,-10.8,,-7.3,,25.3,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2010-12-16,2010,12,16,,-1.4,,-5.8,,-3.6,,21.6,,0.0,,,M,,M,0.6,,,,,M,,M
31688,2010-12-17,2010,12,17,,0.8,,-3.3,,-1.3,,19.3,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2010-12-18,2010,12,18,,-1.8,,-5.5,,-3.7,,21.7,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2010-12-19,2010,12,19,,-2.8,,-4.3,,-3.6,,21.6,,0.0,,,M,,M,0.6,,,,,M,,M
31688,2010-12-20,2010,12,20,,-0.4,,-4.5,,-2.5,,20.5,,0.0,,,M,,M,0.7,,,,,M,,M
31688,2010-12-21,2010,12,21,,-1.6,,-7.5,,-4.6,,22.6,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2010-12-22,2010,12,22,,-2.6,,-6.3,,-4.5,,22.5,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2010-12-23,2010,12,23,,-2.2,,-4.7,,-3.5,,21.5,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2010-12-24,2010,12,24,,-2.2,,-5.7,,-4.0,,22.0,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2010-12-25,2010,12,25,,-3.9,,-7.0,,-5.5,,23.5,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2010-12-26,2010,12,26,,-4.4,,-10.0,,-7.2,,25.2,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2010-12-27,2010,12,27,,-0.9,,-10.7,,-5.8,,23.8,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2010-12-28,2010,12,28,,0.7,,-3.9,,-1.6,,19.6,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2010-12-29,2010,12,29,,-0.2,,-3.1,,-1.7,,19.7,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2010-12-30,2010,12,30,,5.7,,-3.5,,1.1,,16.9,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2010-12-31,2010,12,31,,9.9,,5.3,,7.6,,10.4,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-01-01,2011,1,1,,10.7,,1.1,,5.9,,12.1,,0.0,,,M,,M,9.2,,,,,M,,M
31688,2011-01-02,2011,1,2,,1.1,,-4.3,,-1.6,,19.6,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-01-03,2011,1,3,,0.9,,-4.7,,-1.9,,19.9,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-01-04,2011,1,4,,1.9,,-1.9,,0.0,,18.0,,0.0,,,M,,M,1.3,,,,,M,,M
31688,2011-01-05,2011,1,5,,0.7,,-6.3,,-2.8,,20.8,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-01-06,2011,1,6,,-1.6,,-6.6,,-4.1,,22.1,,0.0,,,M,,M,2.9,,,,,M,,M
31688,2011-01-07,2011,1,7,,-2.9,,-6.8,,-4.9,,22.9,,0.0,,,M,,M,0.7,,,,,M,,M
31688,2011-01-08,2011,1,8,,-3.4,,-8.7,,-6.1,,24.1,,0.0,,,M,,M,7.7,,,,,M,,M
31688,2011-01-09,2011,1,9,,-2.9,,-8.6,,-5.8,,23.8,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-01-10,2011,1,10,,-2.4,,-9.1,,-5.8,,23.8,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-01-11,2011,1,11,,-4.1,,-8.4,,-6.3,,24.3,,0.0,,,M,,M,2.4,,,,,M,,M
31688,2011-01-12,2011,1,12,,-6.5,,-11.1,,-8.8,,26.8,,0.0,,,M,,M,3.2,,,,,M,,M
31688,2011-01-13,2011,1,13,,-5.5,,-11.1,,-8.3,,26.3,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-01-14,2011,1,14,,-0.7,,-7.2,,-4.0,,22.0,,0.0,,,M,,M,0.7,,,,,M,,M
31688,2011-01-15,2011,1,15,,-0.6,,-5.6,,-3.1,,21.1,,0.0,,,M,,M,5.4,,,,,M,,M
31688,2011-01-16,2011,1,16,,-4.6,,-14.0,,-9.3,,27.3,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-01-17,2011,1,17,,-0.3,,-14.6,,-7.5,,25.5,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-01-18,2011,1,18,,3.8,,-1.5,,1.2,,16.8,,0.0,,,M,,M,4.3,,,,,M,,M
31688,2011-01-19,2011,1,19,,-1.5,,-9.4,,-5.5,,23.5,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-01-20,2011,1,20,,-4.2,,-10.9,,-7.6,,25.6,,0.0,,,M,,M,1.2,,,,,M,,M
31688,2011-01-21,2011,1,21,,-4.1,,-11.6,,-7.9,,25.9,,0.0,,,M,,M,0.6,,,,,M,,M
31688,2011-01-22,2011,1,22,,-7.7,,-12.7,,-10.2,,28.2,,0.0,,,M,,M,1.4,,,,,M,,M
31688,2011-01-23,2011,1,23,,-10.3,,-18.3,,-14.3,,32.3,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-01-24,2011,1,24,,-4.3,,-18.5,,-11.4,,29.4,,0.0,,,M,,M,1.6,,,,,M,,M
31688,2011-01-25,2011,1,25,,0.7,,-4.3,,-1.8,,19.8,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-01-26,2011,1,26,,-0.5,,-1.6,,-1.1,,19.1,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-01-27,2011,1,27,,0.5,,-2.4,,-1.0,,19.0,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-01-28,2011,1,28,,-0.2,,-3.8,,-2.0,,20.0,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-01-29,2011,1,29,,-3.2,,-7.2,,-5.2,,23.2,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-01-30,2011,1,30,,-2.7,,-12.3,,-7.5,,25.5,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-01-31,2011,1,31,,-9.7,,-16.3,,-13.0,,31.0,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-02-01,2011,2,1,,-6.3,,-10.8,,-8.6,,26.6,,0.0,,,M,,M,1.4,,,,,M,,M
31688,2011-02-02,2011,2,2,,-7.3,,-10.8,,-9.1,,27.1,,0.0,,,M,,M,8.2,,,,,M,,M
31688,2011-02-03,2011,2,3,,-1.9,,-12.8,,-7.4,,25.4,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-02-04,2011,2,4,,-3.5,,-8.4,,-6.0,,24.0,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-02-05,2011,2,5,,0.6,,-5.5,,-2.5,,20.5,,0.0,,,M,,M,3.3,,,,,M,,M
31688,2011-02-06,2011,2,6,,1.1,,-2.1,,-0.5,,18.5,,0.0,,,M,,M,2.1,,,,,M,,M
31688,2011-02-07,2011,2,7,,1.5,,-8.8,,-3.7,,21.7,,0.0,,,M,,M,1.4,,,,,M,,M
31688,2011-02-08,2011,2,8,,-8.5,,-14.5,,-11.5,,29.5,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-02-09,2011,2,9,,-3.6,,-11.5,,-7.6,,25.6,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-02-10,2011,2,10,,-6.8,,-13.1,,-10.0,,28.0,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-02-11,2011,2,11,,-3.1,,-14.3,,-8.7,,26.7,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-02-12,2011,2,12,,-0.2,,-4.4,,-2.3,,20.3,,0.0,,,M,,M,0.6,,,,,M,,M
31688,2011-02-13,2011,2,13,,5.8,,-4.3,,0.8,,17.2,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-02-14,2011,2,14,,7.1,,-8.8,,-0.9,,18.9,,0.0,,,M,,M,0.7,,,,,M,,M
31688,2011-02-15,2011,2,15,,-1.9,,-12.1,,-7.0,,25.0,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-02-16,2011,2,16,,5.1,,-1.9,,1.6,,16.4,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-02-17,2011,2,17,,10.0,,1.3,,5.7,,12.3,,0.0,,,M,,M,1.0,,,,,M,,M
31688,2011-02-18,2011,2,18,,11.1,,0.1,,5.6,,12.4,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-02-19,2011,2,19,,0.1,,-6.1,,-3.0,,21.0,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-02-20,2011,2,20,,-3.2,,-8.8,,-6.0,,24.0,,0.0,,,M,,M,4.1,,,,,M,,M
31688,2011-02-21,2011,2,21,,-5.1,,-10.5,,-7.8,,25.8,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-02-22,2011,2,22,,-3.9,,-12.9,,-8.4,,26.4,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-02-23,2011,2,23,,-0.1,,-6.8,,-3.5,,21.5,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-02-24,2011,2,24,,3.1,,-1.9,,0.6,,17.4,,0.0,,,M,,M,0.6,,,,,M,,M
31688,2011-02-25,2011,2,25,,1.6,,-6.2,,-2.3,,20.3,,0.0,,,M,,M,1.9,,,,,M,,M
31688,2011-02-26,2011,2,26,,-1.4,,-6.6,,-4.0,,22.0,,0.0,,,M,,M,5.3,,,,,M,,M
31688,2011-02-27,2011,2,27,,3.6,,-2.6,,0.5,,17.5,,0.0,,,M,,M,0.7,,,,,M,,M
31688,2011-02-28,2011,2,28,,3.5,,-3.3,,0.1,,17.9,,0.0,,,M,,M,14.0,,,,,M,,M
31688,2011-03-01,2011,3,1,,2.3,,-5.1,,-1.4,,19.4,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-03-02,2011,3,2,,2.9,,-8.9,,-3.0,,21.0,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-03-03,2011,3,3,,-1.8,,-9.5,,-5.7,,23.7,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-03-04,2011,3,4,,4.8,,-1.9,,1.5,,16.5,,0.0,,,M,,M,2.3,,,,,M,,M
31688,2011-03-05,2011,3,5,,7.2,,-1.1,,3.1,,14.9,,0.0,,,M,,M,32.4,,,,,M,,M
31688,2011-03-06,2011,3,6,,-1.1,,-5.6,,-3.4,,21.4,,0.0,,,M,,M,3.8,,,,,M,,M
31688,2011-03-07,2011,3,7,,0.0,,-9.9,,-5.0,,23.0,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-03-08,2011,3,8,,0.9,,-4.7,,-1.9,,19.9,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-03-09,2011,3,9,,3.4,,0.2,,1.8,,16.2,,0.0,,,M,,M,18.1,,,,,M,,M
31688,2011-03-10,2011,3,10,,5.8,,3.3,,4.6,,13.4,,0.0,,,M,,M,19.6,,,,,M,,M
31688,2011-03-11,2011,3,11,,5.3,,1.3,,3.3,,14.7,,0.0,,,M,,M,10.6,,,,,M,,M
31688,2011-03-12,2011,3,12,,3.8,,0.9,,2.4,,15.6,,0.0,,,M,,M,0.7,,,,,M,,M
31688,2011-03-13,2011,3,13,,3.5,,-1.8,,0.9,,17.1,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-03-14,2011,3,14,,3.4,,-3.7,,-0.2,,18.2,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-03-15,2011,3,15,,5.7,,-0.9,,2.4,,15.6,,0.0,,,M,,M,0.6,,,,,M,,M
31688,2011-03-16,2011,3,16,,9.1,,3.4,,6.3,,11.7,,0.0,,,M,,M,5.9,,,,,M,,M
31688,2011-03-17,2011,3,17,,12.8,,2.7,,7.8,,10.2,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-03-18,2011,3,18,,16.2,,1.8,,9.0,,9.0,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-03-19,2011,3,19,,5.9,,-2.0,,2.0,,16.0,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-03-20,2011,3,20,,3.4,,-3.0,,0.2,,17.8,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-03-21,2011,3,21,,10.2,,2.9,,6.6,,11.4,,0.0,,,M,,M,4.5,,,,,M,,M
31688,2011-03-22,2011,3,22,,6.1,,0.3,,3.2,,14.8,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-03-23,2011,3,23,,0.3,,-4.7,,-2.2,,20.2,,0.0,,,M,,M,9.3,,,,,M,,M
31688,2011-03-24,2011,3,24,,0.3,,-6.8,,-3.3,,21.3,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-03-25,2011,3,25,,0.9,,-7.9,,-3.5,,21.5,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-03-26,2011,3,26,,-0.4,,-8.8,,-4.6,,22.6,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-03-27,2011,3,27,,-0.3,,-7.5,,-3.9,,21.9,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-03-28,2011,3,28,,4.2,,-6.4,,-1.1,,19.1,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-03-29,2011,3,29,,7.7,,-3.7,,2.0,,16.0,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-03-30,2011,3,30,,7.1,,-1.8,,2.7,,15.3,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-03-31,2011,3,31,,3.8,,1.5,,2.7,,15.3,,0.0,,,M,,M,2.6,,,,,M,,M
31688,2011-04-01,2011,4,1,,10.9,,2.6,,6.8,,11.2,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-04-02,2011,4,2,,13.1,,1.0,,7.1,,10.9,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-04-03,2011,4,3,,10.5,,0.8,,5.7,,12.3,,0.0,,,M,,M,8.0,,,,,M,,M
31688,2011-04-04,2011,4,4,,14.6,,3.2,,8.9,,9.1,,0.0,,,M,,M,8.8,,,,,M,,M
31688,2011-04-05,2011,4,5,,6.7,,1.8,,4.3,,13.7,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-04-06,2011,4,6,,6.9,,1.4,,4.2,,13.8,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-04-07,2011,4,7,,8.5,,1.5,,5.0,,13.0,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-04-08,2011,4,8,,9.3,,4.5,,6.9,,11.1,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-04-09,2011,4,9,,12.8,,4.0,,8.4,,9.6,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-04-10,2011,4,10,,15.9,,6.1,,11.0,,7.0,,0.0,,,M,,M,4.5,,,,,M,,M
31688,2011-04-11,2011,4,11,,22.5,,6.9,,14.7,,3.3,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-04-12,2011,4,12,,12.2,,4.7,,8.5,,9.5,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-04-13,2011,4,13,,10.6,,5.1,,7.9,,10.1,,0.0,,,M,,M,0.6,,,,,M,,M
31688,2011-04-14,2011,4,14,,13.8,,3.7,,8.8,,9.2,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-04-15,2011,4,15,,5.9,,-0.1,,2.9,,15.1,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-04-16,2011,4,16,,8.2,,3.5,,5.9,,12.1,,0.0,,,M,,M,21.2,,,,,M,,M
31688,2011-04-17,2011,4,17,,7.2,,1.6,,4.4,,13.6,,0.0,,,M,,M,1.6,,,,,M,,M
31688,2011-04-18,2011,4,18,,3.3,,1.4,,2.4,,15.6,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-04-19,2011,4,19,,5.6,,0.3,,3.0,,15.0,,0.0,,,M,,M,4.3,,,,,M,,M
31688,2011-04-20,2011,4,20,,7.7,,3.2,,5.5,,12.5,,0.0,,,M,,M,11.3,,,,,M,,M
31688,2011-04-21,2011,4,21,,8.3,,2.4,,5.4,,12.6,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-04-22,2011,4,22,,7.9,,3.0,,5.5,,12.5,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-04-23,2011,4,23,,22.3,,4.2,,13.3,,4.7,,0.0,,,M,,M,7.7,,,,,M,,M
31688,2011-04-24,2011,4,24,,12.3,,6.3,,9.3,,8.7,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-04-25,2011,4,25,,11.7,,6.8,,9.3,,8.7,,0.0,,,M,,M,5.0,,,,,M,,M
31688,2011-04-26,2011,4,26,,11.1,,8.8,,10.0,,8.0,,0.0,,,M,,M,12.0,,,,,M,,M
31688,2011-04-27,2011,4,27,,20.9,,8.3,,14.6,,3.4,,0.0,,,M,,M,3.5,,,,,M,,M
31688,2011-04-28,2011,4,28,,17.1,,8.2,,12.7,,5.3,,0.0,,,M,,M,5.4,,,,,M,,M
31688,2011-04-29,2011,4,29,,10.4,,6.1,,8.3,,9.7,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-04-30,2011,4,30,,13.8,,5.2,,9.5,,8.5,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-05-01,2011,5,1,,12.9,,8.7,,10.8,,7.2,,0.0,,,M,,M,5.5,,,,,M,,M
31688,2011-05-02,2011,5,2,,14.0,,7.9,,11.0,,7.0,,0.0,,,M,,M,1.3,,,,,M,,M
31688,2011-05-03,2011,5,3,,9.0,,5.8,,7.4,,10.6,,0.0,,,M,,M,10.4,,,,,M,,M
31688,2011-05-04,2011,5,4,,14.3,,5.0,,9.7,,8.3,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-05-05,2011,5,5,,17.3,,6.8,,12.1,,5.9,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-05-06,2011,5,6,,15.5,,8.7,,12.1,,5.9,,0.0,,,M,,M,0.9,,,,,M,,M
31688,2011-05-07,2011,5,7,,16.7,,8.0,,12.4,,5.6,,0.0,,,M,,M,0.7,,,,,M,,M
31688,2011-05-08,2011,5,8,,16.4,,8.8,,12.6,,5.4,,0.0,,,M,,M,0.7,,,,,M,,M
31688,2011-05-09,2011,5,9,,17.2,,8.6,,12.9,,5.1,,0.0,,,M,,M,0.7,,,,,M,,M
31688,2011-05-10,2011,5,10,,15.2,,11.2,,13.2,,4.8,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-05-11,2011,5,11,,17.9,,11.5,,14.7,,3.3,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-05-12,2011,5,12,,16.8,,12.0,,14.4,,3.6,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-05-13,2011,5,13,,26.6,,14.3,,20.5,,0.0,,2.5,,,M,,M,1.9,,,,,M,,M
31688,2011-05-14,2011,5,14,,17.3,,12.8,,15.1,,2.9,,0.0,,,M,,M,17.0,,,,,M,,M
31688,2011-05-15,2011,5,15,,12.8,,7.8,,10.3,,7.7,,0.0,,,M,,M,13.7,,,,,M,,M
31688,2011-05-16,2011,5,16,,9.9,,7.9,,8.9,,9.1,,0.0,,,M,,M,4.8,,,,,M,,M
31688,2011-05-17,2011,5,17,,14.5,,7.9,,11.2,,6.8,,0.0,,,M,,M,4.1,,,,,M,,M
31688,2011-05-18,2011,5,18,,18.5,,11.5,,15.0,,3.0,,0.0,,,M,,M,12.6,,,,,M,,M
31688,2011-05-19,2011,5,19,,18.9,,9.6,,14.3,,3.7,,0.0,,,M,,M,0.6,,,,,M,,M
31688,2011-05-20,2011,5,20,,24.5,,13.7,,19.1,,0.0,,1.1,,,M,,M,0.0,,,,,M,,M
31688,2011-05-21,2011,5,21,,26.3,,14.8,,20.6,,0.0,,2.6,,,M,,M,0.7,,,,,M,,M
31688,2011-05-22,2011,5,22,,21.4,,14.9,,18.2,,0.0,,0.2,,,M,,M,0.9,,,,,M,,M
31688,2011-05-23,2011,5,23,,22.1,,15.5,,18.8,,0.0,,0.8,,,M,,M,7.2,,,,,M,,M
31688,2011-05-24,2011,5,24,,19.8,,10.5,,15.2,,2.8,,0.0,,,M,,M,0.8,,,,,M,,M
31688,2011-05-25,2011,5,25,,14.9,,10.1,,12.5,,5.5,,0.0,,,M,,M,18.0,,,,,M,,M
31688,2011-05-26,2011,5,26,,21.7,,10.9,,16.3,,1.7,,0.0,,,M,,M,9.5,,,,,M,,M
31688,2011-05-27,2011,5,27,,14.3,,11.5,,12.9,,5.1,,0.0,,,M,,M,0.6,,,,,M,,M
31688,2011-05-28,2011,5,28,,20.1,,11.1,,15.6,,2.4,,0.0,,,M,,M,0.6,,,,,M,,M
31688,2011-05-29,2011,5,29,,22.9,,13.3,,18.1,,0.0,,0.1,,,M,,M,2.6,,,,,M,,M
31688,2011-05-30,2011,5,30,,25.1,,16.5,,20.8,,0.0,,2.8,,,M,,M,0.6,,,,,M,,M
31688,2011-05-31,2011,5,31,,29.6,,17.3,,23.5,,0.0,,5.5,,,M,,M,0.0,,,,,M,,M
31688,2011-06-01,2011,6,1,,27.1,,13.8,,20.5,,0.0,,2.5,,,M,,M,0.0,,,,,M,,M
31688,2011-06-02,2011,6,2,,20.8,,10.4,,15.6,,2.4,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-06-03,2011,6,3,,23.0,,10.8,,16.9,,1.1,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-06-04,2011,6,4,,18.0,,12.1,,15.1,,2.9,,0.0,,,M,,M,10.9,,,,,M,,M
31688,2011-06-05,2011,6,5,,27.9,,12.6,,20.3,,0.0,,2.3,,,M,,M,0.0,,,,,M,,M
31688,2011-06-06,2011,6,6,,26.8,,15.9,,21.4,,0.0,,3.4,,,M,,M,0.0,,,,,M,,M
31688,2011-06-07,2011,6,7,,27.3,,16.1,,21.7,,0.0,,3.7,,,M,,M,5.0,,,,,M,,M
31688,2011-06-08,2011,6,8,,34.2,,20.1,,27.2,,0.0,,9.2,,,M,,M,0.0,,,,,M,,M
31688,2011-06-09,2011,6,9,,27.7,,13.9,,20.8,,0.0,,2.8,,,M,,M,0.0,,,,,M,,M
31688,2011-06-10,2011,6,10,,19.6,,13.0,,16.3,,1.7,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-06-11,2011,6,11,,20.2,,15.8,,18.0,,0.0,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-06-12,2011,6,12,,19.9,,14.3,,17.1,,0.9,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-06-13,2011,6,13,,19.3,,12.6,,16.0,,2.0,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-06-14,2011,6,14,,19.7,,13.2,,16.5,,1.5,,0.0,,,M,,M,0.0,,,,,M,,M
31688,2011-06-15,2011,6,15,,27.3,,13.3,,20.3,,0.0,,2.3,,,M,,M,0.0,,,,,M,,M
31688,2011-06-16,2011,6,16,,25.1,,16.8,,21.0,,0.0,,3.0,,,M,,M,0.0,,,,,M,,M
31688,2011-06-17,2011,6,17,,24.9,,17.1,,21.0,,0.0,,3.0,,,M,,M,0.0,,,,,M,,M
31688,2011-06-18,2011,6,18,,27.7,,16.5,,22.1,,0.0,,4.1,,,M,,M,0.0,,,,,M,,M
31688,2011-06-19,2011,6,19,,21.1,,16.3,,18.7,,0.0,,0.7,,,M,,M,0.0,,,,,M,,M
31688,2011-06-20,2011,6,20,,23.8,,15.2,,19.5,,0.0,,1.5,,,M,,M,0.0,,,,,M,,M
31688,2011-06-21,2011,6,21,,25.5,,19.3,,22.4,,0.0,,4.4,,,M,,M,0.0,,,,,M,,M
31688,2011-06-22,2011,6,22,,21.8,,17.8,,19.8,,0.0,,1.8,,,M,,M,20.2,,,,,M,,M
31688,2011-06-23,2011,6,23,,26.1,,18.1,,22.1,,0.0,,4.1,,,M,,M,6.3,,,,,M,,M
